0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.50
0.50,0.21
0.50,0.21
0.50,0.21
0.50,0.21
0.50,0.21
0.50,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.21
0.21,0.08
0.21,0.08
0.21,0.08
0.21,0.08
0.21,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.08,0.08
0.11,0.08
0.11,0.08
0.11,0.08
0.11,0.08
0.11,0.08
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.11,0.21
0.68,0.21
0.68,0.21
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
0.68,0.18
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
1.00,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
0.68,1.00
